no,Condition,ConditionSession,Trial,color of s1,color of s2,color of s3,color of s4,color of s5,color of s6,color of s7,color of s8,color of tg1,color of tg2,color of tg3,color of tg4,color of tg5,color of tg6,color of tg7,color of tg8,location 1,location 2,location 3,location 4,location 5,location 6,location 7,location 8,"matching setting (1=yes, 0=no)","response key (1=R, 0=L)",Correct,Response Time,
6,2,21,31,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,11,20,2,1,16,5,4,18,1,1,1,0.527,
6,2,21,32,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,13,16,20,7,5,2,17,18,1,1,1,0.552,
6,2,21,33,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,9,17,11,18,14,20,15,8,1,1,1,1.018,
6,2,21,34,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,3,2,5,7,18,11,4,9,1,0,0,0.805,
6,2,21,35,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,17,16,20,15,14,10,18,2,0,0,1,1.116,
6,2,21,36,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,18,3,12,7,15,13,10,14,0,0,1,0.718,
6,2,21,37,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,9,5,12,20,7,4,2,13,0,0,1,0.703,
6,2,21,38,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,13,2,17,8,7,12,20,9,0,0,1,0.703,
6,2,21,39,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,3,18,17,5,1,19,11,16,0,0,1,0.758,
6,2,21,40,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,10,14,1,17,18,13,20,7,1,1,1,1.241,
6,4,22,1,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,19,10,14,20,4,15,11,3,1,1,1,1.31,
6,4,22,2,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,20,4,10,17,16,6,1,8,0,0,1,0.908,
6,4,22,3,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,8,4,19,10,16,15,6,14,1,1,1,0.693,
6,4,22,4,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,20,10,11,13,2,7,6,15,0,1,0,0.836,
6,4,22,5,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,10,11,1,12,9,18,5,14,1,1,1,0.537,
6,4,22,6,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,19,12,10,14,3,1,8,7,0,0,1,0.543,
6,4,22,7,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,7,8,2,3,16,20,17,6,1,1,1,0.541,
6,4,22,8,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,9,4,11,5,18,3,15,10,0,0,1,0.612,
6,4,22,9,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,14,9,17,20,19,1,16,4,0,0,1,0.893,
6,4,22,10,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,9,17,8,3,6,15,13,7,1,1,1,1.689,
6,4,22,11,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,20,12,14,10,7,16,3,4,0,0,1,1.02,
6,4,22,12,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,13,16,10,14,17,20,8,9,0,0,1,0.499,
6,4,22,13,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,2,1,19,18,14,13,16,3,0,1,0,0.769,
6,4,22,14,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,1,16,13,12,6,2,3,18,1,1,1,0.535,
6,4,22,15,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,8,3,12,7,18,4,9,13,0,1,0,0.603,
6,4,22,16,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,10,7,16,2,1,12,6,9,0,0,1,0.524,
6,4,22,17,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,6,10,14,2,17,20,5,1,0,0,1,0.599,
6,4,22,18,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,9,3,6,2,14,7,20,15,1,1,1,0.533,
6,4,22,19,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,7,19,8,18,3,9,20,14,1,1,1,0.458,
6,4,22,20,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,5,3,20,13,7,9,2,14,0,0,1,0.478,
6,4,22,21,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,12,13,16,9,4,17,6,14,0,1,0,0.493,
6,4,22,22,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,1,14,10,20,8,3,16,5,1,1,1,0.589,
6,4,22,23,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,12,15,13,11,20,10,16,7,1,1,1,0.885,
6,4,22,24,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,14,5,15,18,4,6,12,10,1,1,1,1.079,
6,4,22,25,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,3,7,17,15,9,20,6,2,1,1,1,0.825,
6,4,22,26,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,6,14,2,7,20,5,9,16,1,1,1,0.652,
6,4,22,27,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,15,10,17,16,11,2,6,7,1,1,1,0.535,
6,4,22,28,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,6,12,17,4,5,13,8,20,0,1,0,0.595,
6,4,22,29,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,12,10,6,15,13,5,7,17,1,1,1,0.689,
6,4,22,30,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,10,3,4,9,11,8,6,2,0,0,1,0.614,
6,4,22,31,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,17,5,13,9,1,3,18,12,0,0,1,0.635,
6,4,22,32,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,11,2,18,13,19,9,5,8,0,0,1,0.602,
6,4,22,33,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,12,7,17,11,2,18,19,3,1,1,1,0.61,
6,4,22,34,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,3,20,1,4,9,10,5,19,1,1,1,0.662,
6,4,22,35,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,13,16,19,11,14,5,3,4,0,1,0,0.871,
6,4,22,36,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,5,4,17,7,15,16,13,12,1,1,1,0.556,
6,4,22,37,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,19,14,20,10,1,15,9,12,1,0,0,1.187,
6,4,22,38,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,2,18,3,19,10,12,14,4,1,1,1,0.609,
6,4,22,39,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,13,12,15,14,7,6,8,4,0,1,0,0.649,
6,4,22,40,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,17,12,1,18,19,7,15,20,0,0,1,0.535,
6,1,23,1,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,1,13,8,14,20,11,9,15,0,0,1,0.668,
6,1,23,2,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,17,13,16,7,15,18,6,10,0,0,1,0.534,
6,1,23,3,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,7,20,13,6,8,15,5,18,1,0,0,0.513,
6,1,23,4,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,9,17,6,3,20,2,14,8,0,0,1,0.573,
6,1,23,5,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,18,13,19,1,16,12,4,5,1,1,1,0.382,
6,1,23,6,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,20,15,8,9,19,10,12,3,1,1,1,0.479,
6,1,23,7,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,10,14,20,19,16,1,7,6,0,0,1,0.617,
6,1,23,8,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,4,8,9,16,20,13,12,11,1,1,1,0.444,
6,1,23,9,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,1,15,13,3,5,8,14,9,1,1,1,0.516,
6,1,23,10,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,9,5,20,14,19,6,4,13,1,1,1,0.456,
6,1,23,11,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,10,6,3,8,12,18,5,13,0,0,1,0.723,
6,1,23,12,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,8,19,10,13,12,2,7,1,0,0,1,0.636,
6,1,23,13,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,16,14,7,9,6,13,2,18,1,1,1,0.939,
6,1,23,14,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,6,13,4,8,1,7,12,3,1,1,1,0.736,
6,1,23,15,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,6,9,12,10,17,11,13,19,0,0,1,0.641,
6,1,23,16,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,16,20,4,13,1,17,3,2,1,1,1,0.451,
6,1,23,17,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,2,16,7,9,1,19,13,14,1,1,1,0.505,
6,1,23,18,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,17,3,13,7,4,9,10,15,0,0,1,0.54,
6,1,23,19,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,18,1,2,12,20,4,13,9,0,0,1,0.604,
6,1,23,20,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,2,14,4,15,17,9,12,1,0,0,1,0.668,
6,1,23,21,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,7,13,9,4,17,18,1,10,1,1,1,0.506,
6,1,23,22,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,1,6,12,9,14,19,2,5,0,0,1,1.068,
6,1,23,23,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,17,2,1,12,13,20,10,11,1,1,1,0.458,
6,1,23,24,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,2,10,4,8,18,14,1,20,0,0,1,0.591,
6,1,23,25,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,6,14,13,8,19,11,16,18,0,1,0,0.454,
6,1,23,26,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,1,7,14,20,16,6,8,12,1,1,1,0.477,
6,1,23,27,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,15,14,7,10,2,6,20,8,0,0,1,0.443,
6,1,23,28,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,20,11,17,3,19,14,8,5,1,1,1,0.854,
6,1,23,29,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,5,8,3,16,13,7,17,9,1,1,1,0.477,
6,1,23,30,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,16,1,18,19,10,14,5,20,0,0,1,0.529,
6,1,23,31,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,12,5,7,10,4,18,2,3,0,1,0,0.45,
6,1,23,32,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,14,8,2,6,11,4,12,20,0,0,1,0.476,
6,1,23,33,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,7,11,16,20,2,9,18,17,1,1,1,0.639,
6,1,23,34,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,18,8,11,7,6,1,9,17,0,0,1,0.508,
6,1,23,35,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,3,6,19,5,2,17,10,8,1,1,1,0.424,
6,1,23,36,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,3,18,17,7,4,2,8,5,0,0,1,0.547,
6,1,23,37,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,10,2,11,12,15,4,19,16,1,1,1,0.433,
6,1,23,38,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,8,12,4,10,18,6,1,16,1,1,1,0.451,
6,1,23,39,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,4,8,16,18,1,9,20,5,1,1,1,0.502,
6,1,23,40,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,17,19,8,4,15,20,6,10,0,0,1,0.745,
6,3,24,1,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,17,6,3,2,15,13,14,8,0,0,1,0.568,
6,3,24,2,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,19,2,18,10,13,1,14,16,0,0,1,0.567,
6,3,24,3,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,18,8,11,7,16,19,12,17,1,1,1,0.491,
6,3,24,4,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,9,17,11,4,6,13,1,16,0,0,1,0.545,
6,3,24,5,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,3,7,19,8,12,9,18,5,0,0,1,0.803,
6,3,24,6,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,17,4,20,8,12,6,10,9,1,1,1,0.493,
6,3,24,7,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,2,16,20,5,11,18,7,4,1,1,1,0.684,
6,3,24,8,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,17,16,3,6,8,4,7,11,1,1,1,0.516,
6,3,24,9,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,13,9,15,1,4,11,7,17,1,1,1,0.601,
6,3,24,10,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,5,1,2,9,13,18,17,20,0,0,1,0.594,
6,3,24,11,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,10,9,7,5,20,19,17,6,1,1,1,0.726,
6,3,24,12,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,20,13,17,19,5,12,18,14,1,1,1,0.615,
6,3,24,13,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,11,19,14,7,17,13,5,3,0,0,1,0.571,
6,3,24,14,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,18,6,3,16,11,15,10,20,0,0,1,0.582,
6,3,24,15,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,5,15,19,4,12,2,13,8,1,1,1,0.417,
6,3,24,16,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,8,9,15,20,3,13,18,14,0,0,1,0.585,
6,3,24,17,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,18,10,9,8,15,3,20,7,1,1,1,0.498,
6,3,24,18,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,15,11,3,17,16,18,1,5,1,1,1,0.825,
6,3,24,19,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,8,3,10,19,14,6,17,18,0,0,1,0.856,
6,3,24,20,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,19,17,2,8,14,15,12,10,0,0,1,0.58,
6,3,24,21,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,9,20,14,16,2,1,19,8,1,1,1,0.527,
6,3,24,22,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,7,3,6,9,12,18,4,16,0,0,1,0.602,
6,3,24,23,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,1,18,17,10,11,15,3,16,0,0,1,0.54,
6,3,24,24,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,1,11,6,9,8,3,13,2,0,0,1,0.584,
6,3,24,25,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,6,9,20,2,1,19,5,15,1,1,1,0.58,
6,3,24,26,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,4,3,8,6,14,10,19,17,0,0,1,0.773,
6,3,24,27,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,4,18,10,8,11,12,13,17,1,1,1,0.659,
6,3,24,28,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,12,10,17,14,15,16,5,9,0,0,1,0.774,
6,3,24,29,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,15,10,12,18,16,14,2,7,1,0,0,0.837,
6,3,24,30,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,4,10,5,17,1,19,14,9,1,0,0,1.315,
6,3,24,31,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,6,1,8,4,10,2,7,9,1,1,1,0.74,
6,3,24,32,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,1,10,12,14,11,6,20,9,0,0,1,0.814,
6,3,24,33,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,9,10,8,12,5,13,3,14,0,0,1,0.94,
6,3,24,34,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,12,15,9,19,17,1,11,10,0,0,1,0.953,
6,3,24,35,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,6,12,20,13,11,9,10,2,1,1,1,1.01,
6,3,24,36,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,15,17,9,7,12,2,16,20,1,1,1,0.948,
6,3,24,37,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,1,11,12,6,18,20,3,17,0,0,1,0.901,
6,3,24,38,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,4,14,1,20,11,19,16,7,0,0,1,0.784,
6,3,24,39,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,1,15,17,11,8,20,18,13,1,1,1,0.91,
6,3,24,40,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,2,9,18,13,20,6,11,3,1,1,1,0.79,
7,3,31,1,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,14,10,6,4,8,11,13,18,0,1,0,2.81,
7,3,31,2,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,16,12,9,13,19,3,17,5,1,1,1,0.789,
7,3,31,3,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,20,7,17,4,10,5,8,18,1,0,0,1.117,
7,3,31,4,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,6,14,18,7,2,8,1,15,1,1,1,0.581,
7,3,31,5,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,12,6,8,13,10,5,1,19,1,1,1,0.551,
7,3,31,6,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,20,6,5,8,4,15,12,13,0,1,0,1.102,
7,3,31,7,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,11,6,9,20,13,19,18,1,0,0,1,0.942,
7,3,31,8,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,12,20,3,2,13,7,10,8,1,1,1,0.618,
7,3,31,9,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,5,19,6,12,1,13,14,3,0,1,0,0.859,
7,3,31,10,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,16,20,19,13,14,18,15,10,1,1,1,27.093,
7,3,31,11,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,6,4,15,7,18,16,1,13,1,1,1,1.707,
7,3,31,12,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,5,9,6,8,12,2,19,11,0,0,1,1.148,
7,3,31,13,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,5,9,6,19,17,2,7,8,0,1,0,13.294,
7,3,31,14,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,9,16,19,13,6,4,20,2,1,1,1,0.729,
7,3,31,15,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,12,2,18,16,13,9,17,14,0,0,1,0.579,
7,3,31,16,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,15,9,6,16,18,2,4,1,1,0,0,0.631,
7,3,31,17,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,4,19,17,6,2,10,3,7,1,1,1,0.741,
7,3,31,18,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,11,8,12,15,17,6,2,20,1,1,1,0.377,
7,3,31,19,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,11,15,19,1,14,3,7,18,1,1,1,0.368,
7,3,31,20,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,19,20,9,3,5,14,15,18,0,1,0,0.538,
7,3,31,21,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,8,16,5,4,6,20,11,10,1,1,1,0.569,
7,3,31,22,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,8,12,5,14,18,16,4,10,1,1,1,0.42,
7,3,31,23,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,19,14,9,7,1,15,12,6,1,1,1,0.41,
7,3,31,24,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,5,12,6,17,14,19,10,3,0,0,1,0.585,
7,3,31,25,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,20,14,6,10,15,17,16,13,1,1,1,0.581,
7,3,31,26,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,10,18,12,3,7,20,13,19,0,0,1,0.472,
7,3,31,27,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,20,4,18,1,13,12,9,8,1,1,1,0.622,
7,3,31,28,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,5,18,14,19,17,20,16,11,0,0,1,0.728,
7,3,31,29,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,19,14,16,13,18,9,11,1,0,0,1,0.784,
7,3,31,30,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,19,11,4,14,5,1,15,7,0,0,1,0.839,
7,3,31,31,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,15,6,12,9,5,14,8,11,0,1,0,0.648,
7,3,31,32,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,16,13,10,1,5,4,2,19,1,1,1,0.576,
7,3,31,33,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,2,5,10,6,19,11,13,18,0,1,0,0.676,
7,3,31,34,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,16,10,3,2,14,4,15,13,1,1,1,0.686,
7,3,31,35,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,16,14,17,10,5,7,11,6,0,0,1,0.621,
7,3,31,36,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,15,1,2,4,17,6,3,19,0,0,1,0.603,
7,3,31,37,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,12,7,2,15,6,4,5,10,1,1,1,0.598,
7,3,31,38,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,17,3,19,8,11,14,7,9,0,0,1,0.594,
7,3,31,39,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,15,16,13,3,1,6,8,2,0,0,1,0.585,
7,3,31,40,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,2,20,14,7,10,3,9,1,0,1,0,0.665,
7,1,32,1,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,2,15,14,6,4,16,13,5,1,1,1,0.463,
7,1,32,2,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,20,3,11,2,14,5,15,8,1,1,1,0.383,
7,1,32,3,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,11,17,3,14,8,9,15,4,0,0,1,0.569,
7,1,32,4,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,16,15,3,4,9,17,10,2,0,1,0,0.519,
7,1,32,5,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,13,10,15,16,8,17,14,7,1,1,1,0.406,
7,1,32,6,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,15,8,20,18,1,3,7,10,1,1,1,1.011,
7,1,32,7,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,18,19,14,8,10,1,5,12,1,1,1,0.453,
7,1,32,8,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,12,19,20,2,15,1,9,13,0,1,0,1.713,
7,1,32,9,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,2,16,3,1,12,10,11,13,1,1,1,0.48,
7,1,32,10,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,12,15,18,14,19,10,20,7,0,0,1,0.475,
7,1,32,11,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,17,1,4,10,5,6,16,13,1,1,1,0.387,
7,1,32,12,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,7,9,3,13,6,5,10,18,0,0,1,0.412,
7,1,32,13,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,17,10,5,7,13,19,15,9,0,1,0,0.337,
7,1,32,14,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,16,5,12,6,14,19,8,3,0,0,1,0.352,
7,1,32,15,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,4,15,8,5,14,20,10,9,0,1,0,0.368,
7,1,32,16,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,10,5,6,16,13,18,20,15,1,1,1,0.435,
7,1,32,17,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,6,3,8,15,4,19,7,12,1,1,1,0.3,
7,1,32,18,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,5,13,18,9,14,1,17,2,0,0,1,0.72,
7,1,32,19,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,20,6,2,8,11,19,18,16,0,1,0,0.628,
7,1,32,20,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,20,7,12,16,18,2,9,4,0,1,0,0.467,
7,1,32,21,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,2,1,3,19,16,7,5,6,0,0,1,0.572,
7,1,32,22,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,12,15,6,2,17,16,7,13,0,1,0,0.488,
7,1,32,23,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,12,9,11,14,4,6,3,16,1,1,1,0.498,
7,1,32,24,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,7,18,17,14,15,1,9,6,1,1,1,0.647,
7,1,32,25,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,10,18,4,7,9,5,11,1,1,1,1,0.747,
7,1,32,26,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,1,15,9,11,12,6,18,13,1,1,1,0.444,
7,1,32,27,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,9,2,6,12,20,5,19,3,1,1,1,0.65,
7,1,32,28,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,17,15,6,14,16,20,13,4,1,1,1,0.46,
7,1,32,29,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,4,13,15,16,9,14,12,11,0,0,1,1.07,
7,1,32,30,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,1,18,15,10,4,6,5,13,0,0,1,0.617,
7,1,32,31,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,15,11,2,10,17,13,5,14,0,1,0,0.713,
7,1,32,32,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,9,17,2,8,4,10,12,15,1,1,1,0.423,
7,1,32,33,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,9,3,4,2,8,20,12,10,1,1,1,0.594,
7,1,32,34,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,2,6,7,13,5,8,10,18,0,0,1,0.525,
7,1,32,35,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,12,6,17,4,11,7,3,15,1,1,1,0.666,
7,1,32,36,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,5,15,14,8,13,1,17,10,0,0,1,0.616,
